3.00300000	0.00200000	1.00100000
3.00598000	0.00400000	1.00199000
3.00896000	0.00600000	1.00299000
3.01192000	0.00800000	1.00397000
3.01488000	0.01000000	1.00496000
3.01783000	0.01200000	1.00594000
3.02077000	0.01400000	1.00692000
3.02370000	0.01600000	1.00790000
3.02662000	0.01800000	1.00887000
3.02953000	0.02000000	1.00984000
3.03243000	0.02200000	1.01081000
3.03532000	0.02400000	1.01177000
3.03821000	0.02600000	1.01274000
3.04108000	0.02800000	1.01369000
3.04394000	0.03000000	1.01465000
3.04680000	0.03200000	1.01560000
3.04964000	0.03399000	1.01655000
3.05248000	0.03599000	1.01749000
3.05531000	0.03799000	1.01844000
3.05813000	0.03999000	1.01938000
3.06094000	0.04199000	1.02031000
3.06374000	0.04399000	1.02125000
3.06653000	0.04599000	1.02218000
3.06931000	0.04799000	1.02310000
3.07208000	0.04998000	1.02403000
3.07485000	0.05198000	1.02495000
3.07760000	0.05398000	1.02587000
3.08035000	0.05598000	1.02678000
3.08308000	0.05798000	1.02769000
3.08581000	0.05997000	1.02860000
3.08853000	0.06197000	1.02951000
3.09124000	0.06397000	1.03041000
3.09394000	0.06596000	1.03131000
3.09664000	0.06796000	1.03221000
3.09932000	0.06996000	1.03311000
3.10199000	0.07195000	1.03400000
3.10466000	0.07395000	1.03489000
3.10732000	0.07595000	1.03577000
3.10996000	0.07794000	1.03665000
3.11260000	0.07994000	1.03753000
3.11523000	0.08193000	1.03841000
3.11785000	0.08393000	1.03928000
3.12047000	0.08592000	1.04016000
3.12307000	0.08792000	1.04102000
3.12567000	0.08991000	1.04189000
3.12825000	0.09190000	1.04275000
3.13083000	0.09390000	1.04361000
3.13340000	0.09589000	1.04447000
3.13596000	0.09788000	1.04532000
3.13851000	0.09988000	1.04617000
3.14105000	0.10187000	1.04702000
3.14359000	0.10386000	1.04786000
3.14611000	0.10585000	1.04870000
3.14863000	0.10785000	1.04954000
3.15114000	0.10984000	1.05038000
3.15364000	0.11183000	1.05121000
3.15613000	0.11382000	1.05204000
3.15861000	0.11581000	1.05287000
3.16109000	0.11780000	1.05370000
3.16355000	0.11979000	1.05452000
3.16601000	0.12178000	1.05534000
3.16846000	0.12377000	1.05615000
3.17090000	0.12576000	1.05697000
3.17333000	0.12775000	1.05778000
3.17576000	0.12974000	1.05859000
3.17817000	0.13172000	1.05939000
3.18058000	0.13371000	1.06019000
3.18297000	0.13570000	1.06099000
3.18536000	0.13769000	1.06179000
3.18775000	0.13967000	1.06258000
3.19012000	0.14166000	1.06337000
3.19248000	0.14364000	1.06416000
3.19484000	0.14563000	1.06495000
3.19719000	0.14761000	1.06573000
3.19953000	0.14960000	1.06651000
3.20186000	0.15158000	1.06729000
3.20418000	0.15357000	1.06806000
3.20649000	0.15555000	1.06883000
3.20880000	0.15753000	1.06960000
3.21110000	0.15952000	1.07037000
3.21339000	0.16150000	1.07113000
3.21567000	0.16348000	1.07189000
3.21794000	0.16546000	1.07265000
3.22021000	0.16744000	1.07340000
3.22247000	0.16942000	1.07416000
3.22471000	0.17140000	1.07490000
3.22695000	0.17338000	1.07565000
3.22919000	0.17536000	1.07640000
3.23141000	0.17734000	1.07714000
3.23363000	0.17932000	1.07788000
3.23584000	0.18130000	1.07861000
3.23803000	0.18328000	1.07934000
3.24023000	0.18525000	1.08008000
3.24241000	0.18723000	1.08080000
3.24459000	0.18921000	1.08153000
3.24675000	0.19118000	1.08225000
3.24891000	0.19316000	1.08297000
3.25106000	0.19513000	1.08369000
3.25321000	0.19710000	1.08440000
3.25534000	0.19908000	1.08511000
3.25747000	0.20105000	1.08582000
3.25959000	0.20302000	1.08653000
3.26170000	0.20500000	1.08723000
3.26380000	0.20697000	1.08793000
3.26590000	0.20894000	1.08863000
3.26799000	0.21091000	1.08933000
3.27006000	0.21288000	1.09002000
3.27214000	0.21485000	1.09071000
3.27420000	0.21682000	1.09140000
3.27626000	0.21879000	1.09209000
3.27830000	0.22076000	1.09277000
3.28034000	0.22272000	1.09345000
3.28237000	0.22469000	1.09412000
3.28440000	0.22666000	1.09480000
3.28641000	0.22862000	1.09547000
3.28842000	0.23059000	1.09614000
3.29042000	0.23255000	1.09681000
3.29242000	0.23452000	1.09747000
3.29440000	0.23648000	1.09813000
3.29638000	0.23844000	1.09879000
3.29835000	0.24041000	1.09945000
3.30031000	0.24237000	1.10010000
3.30226000	0.24433000	1.10075000
3.30421000	0.24629000	1.10140000
3.30615000	0.24825000	1.10205000
3.30808000	0.25021000	1.10269000
3.31000000	0.25217000	1.10333000
3.31191000	0.25413000	1.10397000
3.31382000	0.25609000	1.10461000
3.31572000	0.25804000	1.10524000
3.31761000	0.26000000	1.10587000
3.31950000	0.26196000	1.10650000
3.32137000	0.26391000	1.10712000
3.32324000	0.26587000	1.10775000
3.32510000	0.26782000	1.10837000
3.32695000	0.26978000	1.10898000
3.32880000	0.27173000	1.10960000
3.33064000	0.27368000	1.11021000
3.33247000	0.27563000	1.11082000
3.33429000	0.27759000	1.11143000
3.33611000	0.27954000	1.11204000
3.33791000	0.28149000	1.11264000
3.33971000	0.28343000	1.11324000
3.34151000	0.28538000	1.11384000
3.34329000	0.28733000	1.11443000
3.34507000	0.28928000	1.11502000
3.34684000	0.29123000	1.11561000
3.34860000	0.29317000	1.11620000
